"model";"code";"marque";"deleted_at";"created_at";"updated_at";"famille_article_id"
"BD 238";"1031075";NULL;NULL;"2023-12-12 03:21:09";"2023-12-12 03:21:09";"103"
"BD 238 GM";"103181";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 238 PM";"103180";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 239";"103182";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 240";"103183";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 241";"103184";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 242";"103185";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 243";"103186";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 244";"103187";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 245";"103188";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 246";"103189";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 261";"103833";NULL;NULL;"2023-09-06 12:43:43";"2023-09-06 12:43:43";"103"
"BD 433";"103190";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 434";"103191";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 435";"103192";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 436";"103193";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 437";"103194";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 438";"103195";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 675";"103196";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 677";"103197";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 678";"103198";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BD 679";"103199";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 680";"103200";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 681";"103201";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 711";"103202";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 712";"103203";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 907";"103204";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 908";"103205";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 910";"103206";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 911";"103207";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BD 912";"103208";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BDW 93C";"103164";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BDW 94C";"103165";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BDX 53";"103166";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BDX 54";"103167";NULL;NULL;"2023-09-06 12:37:22";"2023-09-06 12:37:22";"103"
"BEQUILLE";"501058";NULL;NULL;"2023-09-06 14:58:55";"2023-09-06 14:58:55";"501"
"BERCEAU BB EN BOIS BLANC";"704001";NULL;NULL;"2023-09-06 14:58:55";"2023-09-06 14:58:55";"704"
"BERCEAU BB PLIABLE";"501083";NULL;NULL;"2023-09-06 14:58:55";"2023-09-06 14:58:55";"501"
"BF 199";"103209";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 420";"103210";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 421";"103211";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 422";"103212";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 423";"103213";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 470";"103214";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 471";"103215";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 819";"103216";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 869";"103217";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BF 870";"103218";NULL;NULL;"2023-09-06 12:37:23";"2023-09-06 12:37:23";"103"
"BOBINE HP 100 (G18P)";"217001";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 103";"217002";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 25.5";"217003";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 26.5";"217004";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 29.5";"217005";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 30.5";"217006";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 34.5";"217018";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 35.5";"217007";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 37.5";"217008";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 38.8";"217009";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 40.5";"217010";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 43.5";"217011";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 44.5(G12)";"217012";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 45.5";"217013";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 49.5(G15)";"217014";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 50.5";"217015";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 50.8";"217016";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 51.5";"217017";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 60.5";"217019";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 61.5";"217020";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 63.5";"217021";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 64.5 (G15/G18) GM";"217022";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 64.5 (G15/G18) PM";"217023";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 75.5 (G15/G18) GM";"217024";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 76 (G15/G18)";"217025";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 76.5 (G15/G18)";"217026";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 98.2(G18)";"217027";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 98.5(G18)";"217029";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"217"
"BOBINE HP 99.2(G18)";"217028";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"217"
"BOBINE HP 99.5(G18)";"217030";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"217"
"BOBINE MOTEUR DEMONTER";"218023";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 105LET 34.5";"218015";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 105LET 44.5";"218016";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 105LET 51.5";"218014";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 105LET ALU 44.5";"218017";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 40.5";"218002";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 44";"218003";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP 44.5";"218030";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"218"
"BOBINE MOTEUR TROMP AHUJA BLUE";"218031";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"218"
"BOBINE MOTEUR TROMP ALU 105LET 75";"218011";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 34.5";"218005";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 44.5";"218006";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 51.5";"218007";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 72.2";"218009";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 72.5";"218008";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU 74.5";"218010";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU TRANSP 34.5";"218012";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP ALU TRANSP 44.5";"218013";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP DIAHRAGME AHUJA ALU 35/40";"218018";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP DIAPHRAGME AHUJA ALU 35/40";"218032";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"218"
"BOBINE MOTEUR TROMP EN PLAST";"218001";NULL;NULL;"2023-09-06 12:43:15";"2023-09-06 12:43:15";"218"
"BOBINE MOTEUR TROMP P15";"218019";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP P15 105LET";"218020";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP SIMPLE TRP 34.5";"218021";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMP SIMPLE TRP 44.5";"218022";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE MOTEUR TROMPAHUJA BLUE";"218004";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE ORD G 12-80";"218033";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"218"
"BOBINE SIMPLE G 12-80";"218024";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE TROMPET 150W DR 006";"218026";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE TROMPET PLAST DOUBLE PM";"218025";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE TWEETER TM-15 + CARTE";"218028";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOBINE TWEETER TM-15 SIMPLE";"218027";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"218"
"BOITIER EXTERNE POUR DISQUE DURE 2,5 HDD SATA";"215185";NULL;NULL;"2023-09-06 12:44:46";"2023-09-06 12:44:46";"215"
"BOITIER EXTERNE POUR DISQUE DURE 3,0 HDD TOSHIBA";"215186";NULL;NULL;"2023-09-06 12:44:46";"2023-09-06 12:44:46";"215"
"BOL DE  MOULENEX";"501022";NULL;NULL;"2023-09-06 14:58:53";"2023-09-06 14:58:53";"501"
"BOLD  PM";"501202";NULL;NULL;"2023-09-06 14:59:04";"2023-09-06 14:59:04";"501"
"BOLD A EPICE";"501201";NULL;NULL;"2023-09-06 14:59:04";"2023-09-06 14:59:04";"501"
"BOLD A PIGMET MM";"501203";NULL;NULL;"2023-09-06 14:59:04";"2023-09-06 14:59:04";"501"
"BORD HP 5P";"219001";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP 6P";"219002";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP G12";"219003";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 10P";"219011";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 12P";"219004";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 15P";"219005";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 5.5P";"219006";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 5P";"219007";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 6.5P";"219010";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 6P";"219008";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP MOUSSE 8P";"219009";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP PLASTIC 10P";"219013";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP PLASTIC 12P";"219014";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORD HP PLASTIC 5.5P";"219015";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BORN 2 BROCHE 2 PIN";"220015";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"220"
"BORN 2 BROCHE 2P";"220005";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN 2 BROCHES 4P GM";"220002";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN 2 BROCHES PM";"220003";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN 3 BROCHE 3 PIN";"220014";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"220"
"BORN 3 BROCHE 3P";"220004";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN 3 BROCHE GM";"220006";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN 4 BROCHE 8 PIN";"220016";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"220"
"BORN 4 BROCHE 8P";"220007";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN AV/3RCA FEM";"220008";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BABLE + 2 SPEAKON FEM";"219016";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"219"
"BORN BAFLES FER +2 SPEAKON + JK 6.5 RECT";"220001";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BAFLES PLAST CARRE PM";"220009";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BAFLES PLAST ROND PM";"220010";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BAFLES RECT NOIR 2P";"220011";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BAFLES ROND GM";"220013";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN BAFLES ROND PM";"220012";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"220"
"BORN HP + 2 SPEAKON FEM";"219012";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"219"
"BOUGIE COLE GM";"215004";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"215"
"BOUGIE COLE PM";"215005";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"215"
"BOULOIR  1,8L";"501111";NULL;NULL;"2023-09-06 14:58:56";"2023-09-06 14:58:56";"501"
"BOULOIR BROC";"615001";NULL;NULL;"2023-09-06 14:58:56";"2023-09-06 14:58:56";"615"
"BOUTON POT ROTATIF";"221001";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"221"
"BOUTON POT ROTATIF FENDU";"221002";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"221"
"BOUTON POUSOIR 6PAT";"221003";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"221"
"BOUTON POUSOIR COULEUR COURT 2PAT";"221004";NULL;NULL;"2023-09-06 12:43:16";"2023-09-06 12:43:16";"221"
"BOUTON POUSOIR JAUNE NOIR GM";"221005";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR LONG 3.5CM 2PAT";"221006";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR MOY";"221007";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV 2 PAT TIGE LONG";"221008";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV 2PAT TIGE MOY";"221009";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV 4PAT TIGE COURTE GM";"221017";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV 4PAT TIGE MOY";"221010";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV 6PAT";"221018";NULL;NULL;"2023-12-12 03:21:10";"2023-12-12 03:21:10";"221"
"BOUTON POUSOIR TV LONG TIGE + SOCLE";"221011";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV MOY 2P";"221012";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV MOY 4P";"221013";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV PLASM 4PAT COULEUR";"221014";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV PLASM RECT NOIR 2 PAT";"221015";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BOUTON POUSOIR TV SOCLE 2 PAT MINIATURE TETE ROUGE";"221016";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"221"
"BR 303";"103219";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"103"
"BRAISEUSE ELETRIQUE";"501112";NULL;NULL;"2023-09-06 14:58:56";"2023-09-06 14:58:56";"501"
"BROC 11";"707017";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"BROC 17 TS";"707019";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"BROC 3**";"707018";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"BROC TS 02";"707015";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"BROSSE DE CABLE PM EN PIECE";"215284";NULL;NULL;"2023-09-06 12:44:48";"2023-09-06 12:44:48";"215"
"BT 136";"109009";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 137";"109010";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 138";"109011";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 139";"109012";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 140";"109013";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 151";"105001";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"105"
"BT 152";"105002";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"105"
"BT 16-600";"109014";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 1690";"109015";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 169D";"109016";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 203";"109017";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 312";"109018";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BT 412";"109019";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 12-600";"109001";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 12-800";"109002";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 16";"109003";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 16-600";"109004";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 16-800";"109005";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 41-600";"109006";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTA 41-800";"109007";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BTB 16";"109008";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"109"
"BU 108";"103246";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 108C";"103247";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 126";"103248";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 133";"103249";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 1508 DX";"103250";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 208 A ORD";"103252";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 208 ORG";"103251";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 208A";"1031076";NULL;NULL;"2023-12-12 03:21:11";"2023-12-12 03:21:11";"103"
"BU 2508";"103253";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2508 AF ORG";"103255";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2508 DF ORD";"103256";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2508 DF ORG";"103254";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2520 AF";"103257";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2520 AF ORG";"103258";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2520 AX";"103260";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2520 DF";"103259";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 2805 AF ORD";"103261";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 326";"103262";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 406";"103263";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 407";"103264";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 407 D";"103265";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 408";"103266";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 42524";"103220";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"103"
"BU 426";"103267";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 4506";"103268";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 4508 D";"103269";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 4538";"103270";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 4538 B";"103271";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 506 AF";"103272";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 506 DF";"103274";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 506 DF GM";"103273";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 506 DF PM";"103275";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 508";"103276";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 508 A";"103278";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 508 AF";"103280";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 508 D";"103279";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 5084";"103277";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 515";"103281";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 807";"103282";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BU 808 DF";"103283";NULL;NULL;"2023-09-06 12:43:18";"2023-09-06 12:43:18";"103"
"BUH 315 ORD";"103222";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"103"
"BUH 315 ORG";"103223";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"103"
"BUH 515";"103224";NULL;NULL;"2023-09-06 12:43:17";"2023-09-06 12:43:17";"103"
